Solution Value: 1.89347e+06 
DIAMETER[R149,R150,0.2] 1 
DIAMETER[R149,R150,0.25] 0 
DIAMETER[R149,R150,0.3] 0 
DIAMETER[R149,R150,0.35] 0 
DIAMETER[R149,R150,0.4] 0 
DIAMETER[R149,R150,0.45] 0 
DIAMETER[R150,R151,0.2] 1 
DIAMETER[R150,R151,0.25] 0 
DIAMETER[R150,R151,0.3] 0 
DIAMETER[R150,R151,0.35] 0 
DIAMETER[R150,R151,0.4] 0 
DIAMETER[R150,R151,0.45] 0 
DIAMETER[R151,R152,0.2] 1 
DIAMETER[R151,R152,0.25] 0 
DIAMETER[R151,R152,0.3] 0 
DIAMETER[R151,R152,0.35] 0 
DIAMETER[R151,R152,0.4] 0 
DIAMETER[R151,R152,0.45] 0 
DIAMETER[R152,R153,0.2] 1 
DIAMETER[R152,R153,0.25] 0 
DIAMETER[R152,R153,0.3] 0 
DIAMETER[R152,R153,0.35] 0 
DIAMETER[R152,R153,0.4] 0 
DIAMETER[R152,R153,0.45] 0 
DIAMETER[R153,R154,0.2] 1 
DIAMETER[R153,R154,0.25] 0 
DIAMETER[R153,R154,0.3] 0 
DIAMETER[R153,R154,0.35] 0 
DIAMETER[R153,R154,0.4] 0 
DIAMETER[R153,R154,0.45] 0 
DIAMETER[R154,R204,0.2] 1 
DIAMETER[R154,R204,0.25] 0 
DIAMETER[R154,R204,0.3] 0 
DIAMETER[R154,R204,0.35] 0 
DIAMETER[R154,R204,0.4] 0 
DIAMETER[R154,R204,0.45] 0 
DIAMETER[R204,R205,0.2] 1 
DIAMETER[R204,R205,0.25] 0 
DIAMETER[R204,R205,0.3] 0 
DIAMETER[R204,R205,0.35] 0 
DIAMETER[R204,R205,0.4] 0 
DIAMETER[R204,R205,0.45] 0 
DIAMETER[R205,R127,0.2] 1 
DIAMETER[R205,R127,0.25] 0 
DIAMETER[R205,R127,0.3] 0 
DIAMETER[R205,R127,0.35] 0 
DIAMETER[R205,R127,0.4] 0 
DIAMETER[R205,R127,0.45] 0 
DIAMETER[R127,R183,0.2] 1 
DIAMETER[R127,R183,0.25] 0 
DIAMETER[R127,R183,0.3] 0 
DIAMETER[R127,R183,0.35] 0 
DIAMETER[R127,R183,0.4] 0 
DIAMETER[R127,R183,0.45] 0 
DIAMETER[R183,R445,0.2] 1 
DIAMETER[R183,R445,0.25] 0 
DIAMETER[R183,R445,0.3] 0 
DIAMETER[R183,R445,0.35] 0 
DIAMETER[R183,R445,0.4] 0 
DIAMETER[R183,R445,0.45] 0 
DIAMETER[R445,R145,0.2] 1 
DIAMETER[R445,R145,0.25] 0 
DIAMETER[R445,R145,0.3] 0 
DIAMETER[R445,R145,0.35] 0 
DIAMETER[R445,R145,0.4] 0 
DIAMETER[R445,R145,0.45] 0 
DIAMETER[R123,R124,0.2] 1 
DIAMETER[R123,R124,0.25] 0 
DIAMETER[R123,R124,0.3] 0 
DIAMETER[R123,R124,0.35] 0 
DIAMETER[R123,R124,0.4] 0 
DIAMETER[R123,R124,0.45] 0 
DIAMETER[R124,R194,0.2] 1 
DIAMETER[R124,R194,0.25] 0 
DIAMETER[R124,R194,0.3] 0 
DIAMETER[R124,R194,0.35] 0 
DIAMETER[R124,R194,0.4] 0 
DIAMETER[R124,R194,0.45] 0 
DIAMETER[R194,R179,0.2] 1 
DIAMETER[R194,R179,0.25] 0 
DIAMETER[R194,R179,0.3] 0 
DIAMETER[R194,R179,0.35] 0 
DIAMETER[R194,R179,0.4] 0 
DIAMETER[R194,R179,0.45] 0 
DIAMETER[R179,R200,0.2] 1 
DIAMETER[R179,R200,0.25] 0 
DIAMETER[R179,R200,0.3] 0 
DIAMETER[R179,R200,0.35] 0 
DIAMETER[R179,R200,0.4] 0 
DIAMETER[R179,R200,0.45] 0 
DIAMETER[R200,R150,0.2] 1 
DIAMETER[R200,R150,0.25] 0 
DIAMETER[R200,R150,0.3] 0 
DIAMETER[R200,R150,0.35] 0 
DIAMETER[R200,R150,0.4] 0 
DIAMETER[R200,R150,0.45] 0 
DIAMETER[R121,R268,0.2] 1 
DIAMETER[R121,R268,0.25] 0 
DIAMETER[R121,R268,0.3] 0 
DIAMETER[R121,R268,0.35] 0 
DIAMETER[R121,R268,0.4] 0 
DIAMETER[R121,R268,0.45] 0 
DIAMETER[R268,R203,0.2] 1 
DIAMETER[R268,R203,0.25] 0 
DIAMETER[R268,R203,0.3] 0 
DIAMETER[R268,R203,0.35] 0 
