Solution Value: 2.08282e+07 
DIAMETER[R96,R95,0.2] 1 
DIAMETER[R96,R95,0.25] 0 
DIAMETER[R96,R95,0.3] 0 
DIAMETER[R96,R95,0.35] 0 
DIAMETER[R96,R95,0.4] 0 
DIAMETER[R96,R95,0.45] 0 
DIAMETER[R95,R266,0.2] 1 
DIAMETER[R95,R266,0.25] 0 
DIAMETER[R95,R266,0.3] 0 
DIAMETER[R95,R266,0.35] 0 
DIAMETER[R95,R266,0.4] 0 
DIAMETER[R95,R266,0.45] 0 
DIAMETER[R266,R267,0.2] 1 
DIAMETER[R266,R267,0.25] 0 
DIAMETER[R266,R267,0.3] 0 
DIAMETER[R266,R267,0.35] 0 
DIAMETER[R266,R267,0.4] 0 
DIAMETER[R266,R267,0.45] 0 
DIAMETER[R267,R269,0.2] 1 
DIAMETER[R267,R269,0.25] 0 
DIAMETER[R267,R269,0.3] 0 
DIAMETER[R267,R269,0.35] 0 
DIAMETER[R267,R269,0.4] 0 
DIAMETER[R267,R269,0.45] 0 
DIAMETER[R269,R120,0.2] 1 
DIAMETER[R269,R120,0.25] 0 
DIAMETER[R269,R120,0.3] 0 
DIAMETER[R269,R120,0.35] 0 
DIAMETER[R269,R120,0.4] 0 
DIAMETER[R269,R120,0.45] 0 
DIAMETER[R120,R121,0.2] 1 
DIAMETER[R120,R121,0.25] 0 
DIAMETER[R120,R121,0.3] 0 
DIAMETER[R120,R121,0.35] 0 
DIAMETER[R120,R121,0.4] 0 
DIAMETER[R120,R121,0.45] 0 
DIAMETER[R121,R268,0.2] 1 
DIAMETER[R121,R268,0.25] 0 
DIAMETER[R121,R268,0.3] 0 
DIAMETER[R121,R268,0.35] 0 
DIAMETER[R121,R268,0.4] 0 
DIAMETER[R121,R268,0.45] 0 
DIAMETER[R268,R203,0.2] 1 
DIAMETER[R268,R203,0.25] 0 
DIAMETER[R268,R203,0.3] 0 
DIAMETER[R268,R203,0.35] 0 
DIAMETER[R268,R203,0.4] 0 
DIAMETER[R268,R203,0.45] 0 
DIAMETER[R203,R200,0.2] 1 
DIAMETER[R203,R200,0.25] 0 
DIAMETER[R203,R200,0.3] 0 
DIAMETER[R203,R200,0.35] 0 
DIAMETER[R203,R200,0.4] 0 
DIAMETER[R203,R200,0.45] 0 
DIAMETER[R200,R179,0.2] 1 
DIAMETER[R200,R179,0.25] 0 
DIAMETER[R200,R179,0.3] 0 
DIAMETER[R200,R179,0.35] 0 
DIAMETER[R200,R179,0.4] 0 
DIAMETER[R200,R179,0.45] 0 
DIAMETER[R179,R194,0.2] 0 
DIAMETER[R179,R194,0.25] 1 
DIAMETER[R179,R194,0.3] 0 
DIAMETER[R179,R194,0.35] 0 
DIAMETER[R179,R194,0.4] 0 
DIAMETER[R179,R194,0.45] 0 
DIAMETER[R194,R124,0.2] 0 
DIAMETER[R194,R124,0.25] 1 
DIAMETER[R194,R124,0.3] 0 
DIAMETER[R194,R124,0.35] 0 
DIAMETER[R194,R124,0.4] 0 
DIAMETER[R194,R124,0.45] 0 
DIAMETER[R124,R123,0.2] 0 
DIAMETER[R124,R123,0.25] 1 
DIAMETER[R124,R123,0.3] 0 
DIAMETER[R124,R123,0.35] 0 
DIAMETER[R124,R123,0.4] 0 
DIAMETER[R124,R123,0.45] 0 
DIAMETER[R123,R122,0.2] 0 
DIAMETER[R123,R122,0.25] 1 
DIAMETER[R123,R122,0.3] 0 
DIAMETER[R123,R122,0.35] 0 
DIAMETER[R123,R122,0.4] 0 
DIAMETER[R123,R122,0.45] 0 
DIAMETER[R122,R53,0.2] 0 
DIAMETER[R122,R53,0.25] 1 
DIAMETER[R122,R53,0.3] 0 
DIAMETER[R122,R53,0.35] 0 
DIAMETER[R122,R53,0.4] 0 
DIAMETER[R122,R53,0.45] 0 
DIAMETER[R53,R176,0.2] 0 
DIAMETER[R53,R176,0.25] 1 
DIAMETER[R53,R176,0.3] 0 
DIAMETER[R53,R176,0.35] 0 
DIAMETER[R53,R176,0.4] 0 
DIAMETER[R53,R176,0.45] 0 
DIAMETER[R176,R171,0.2] 0 
DIAMETER[R176,R171,0.25] 1 
DIAMETER[R176,R171,0.3] 0 
DIAMETER[R176,R171,0.35] 0 
DIAMETER[R176,R171,0.4] 0 
DIAMETER[R176,R171,0.45] 0 
DIAMETER[R171,R448,0.2] 0 
DIAMETER[R171,R448,0.25] 1 
DIAMETER[R171,R448,0.3] 0 
DIAMETER[R171,R448,0.35] 0 
DIAMETER[R171,R448,0.4] 0 
DIAMETER[R171,R448,0.45] 0 
DIAMETER[R448,R170,0.2] 0 
DIAMETER[R448,R170,0.25] 1 
DIAMETER[R448,R170,0.3] 0 
DIAMETER[R448,R170,0.35] 0 
DIAMETER[R448,R170,0.4] 0 
DIAMETER[R448,R170,0.45] 0 
DIAMETER[R170,R169,0.2] 1 
DIAMETER[R170,R169,0.25] 0 
DIAMETER[R170,R169,0.3] 0 
DIAMETER[R170,R169,0.35] 0 
DIAMETER[R170,R169,0.4] 0 
DIAMETER[R170,R169,0.45] 0 
DIAMETER[R84,R139,0.2] 1 
DIAMETER[R84,R139,0.25] 0 
DIAMETER[R84,R139,0.3] 0 
DIAMETER[R84,R139,0.35] 0 
DIAMETER[R84,R139,0.4] 0 
DIAMETER[R84,R139,0.45] 0 
DIAMETER[R139,R140,0.2] 1 
DIAMETER[R139,R140,0.25] 0 
DIAMETER[R139,R140,0.3] 0 
DIAMETER[R139,R140,0.35] 0 
DIAMETER[R139,R140,0.4] 0 
DIAMETER[R139,R140,0.45] 0 
DIAMETER[R140,R71,0.2] 1 
DIAMETER[R140,R71,0.25] 0 
DIAMETER[R140,R71,0.3] 0 
DIAMETER[R140,R71,0.35] 0 
DIAMETER[R140,R71,0.4] 0 
DIAMETER[R140,R71,0.45] 0 
DIAMETER[R71,R35,0.2] 1 
DIAMETER[R71,R35,0.25] 0 
DIAMETER[R71,R35,0.3] 0 
DIAMETER[R71,R35,0.35] 0 
DIAMETER[R71,R35,0.4] 0 
DIAMETER[R71,R35,0.45] 0 
DIAMETER[R35,R34,0.2] 1 
DIAMETER[R35,R34,0.25] 0 
DIAMETER[R35,R34,0.3] 0 
DIAMETER[R35,R34,0.35] 0 
DIAMETER[R35,R34,0.4] 0 
DIAMETER[R35,R34,0.45] 0 
DIAMETER[R34,R33,0.2] 1 
DIAMETER[R34,R33,0.25] 0 
DIAMETER[R34,R33,0.3] 0 
DIAMETER[R34,R33,0.35] 0 
DIAMETER[R34,R33,0.4] 0 
DIAMETER[R34,R33,0.45] 0 
DIAMETER[R33,R161,0.2] 1 
DIAMETER[R33,R161,0.25] 0 
DIAMETER[R33,R161,0.3] 0 
DIAMETER[R33,R161,0.35] 0 
DIAMETER[R33,R161,0.4] 0 
DIAMETER[R33,R161,0.45] 0 
DIAMETER[R161,R80,0.2] 1 
DIAMETER[R161,R80,0.25] 0 
DIAMETER[R161,R80,0.3] 0 
DIAMETER[R161,R80,0.35] 0 
DIAMETER[R161,R80,0.4] 0 
DIAMETER[R161,R80,0.45] 0 
DIAMETER[R80,R162,0.2] 1 
DIAMETER[R80,R162,0.25] 0 
DIAMETER[R80,R162,0.3] 0 
DIAMETER[R80,R162,0.35] 0 
DIAMETER[R80,R162,0.4] 0 
DIAMETER[R80,R162,0.45] 0 
DIAMETER[R162,R6,0.2] 1 
DIAMETER[R162,R6,0.25] 0 
DIAMETER[R162,R6,0.3] 0 
DIAMETER[R162,R6,0.35] 0 
DIAMETER[R162,R6,0.4] 0 
DIAMETER[R162,R6,0.45] 0 
DIAMETER[R6,R5,0.2] 1 
DIAMETER[R6,R5,0.25] 0 
DIAMETER[R6,R5,0.3] 0 
DIAMETER[R6,R5,0.35] 0 
DIAMETER[R6,R5,0.4] 0 
DIAMETER[R6,R5,0.45] 0 
DIAMETER[R5,R103,0.2] 1 
DIAMETER[R5,R103,0.25] 0 
DIAMETER[R5,R103,0.3] 0 
DIAMETER[R5,R103,0.35] 0 
DIAMETER[R5,R103,0.4] 0 
DIAMETER[R5,R103,0.45] 0 
DIAMETER[R103,R104,0.2] 1 
DIAMETER[R103,R104,0.25] 0 
DIAMETER[R103,R104,0.3] 0 
DIAMETER[R103,R104,0.35] 0 
DIAMETER[R103,R104,0.4] 0 
DIAMETER[R103,R104,0.45] 0 
DIAMETER[R104,R178,0.2] 1 
DIAMETER[R104,R178,0.25] 0 
DIAMETER[R104,R178,0.3] 0 
DIAMETER[R104,R178,0.35] 0 
DIAMETER[R104,R178,0.4] 0 
DIAMETER[R104,R178,0.45] 0 
DIAMETER[R178,R151,0.2] 1 
DIAMETER[R178,R151,0.25] 0 
DIAMETER[R178,R151,0.3] 0 
